**********
Total number of connected components: 41948
**********
Word | # Components | Max Degree :# Vertices w/ Max Degree | Word List w/ Max Degree
hickory                      |   40 |    3 : 1    | ['wormwood'] 
hickory-infused              |    2 |    1 : 2    | ['garden', 'herb'] 
hickoryness                  |    1 |    1 : 1    | ['seriousness'] 
hickover                     |    2 |    1 : 2    | ['sleep-over', 'stay-at-home'] 
hicksing                     |    2 |    1 : 2    | ['appraising', 'valuing'] 
hicksman                     |    1 |    1 : 1    | ['person'] 
hickster                     |    8 |    3 : 1    | ['decomposition'] 
hicktify                     |    2 |    1 : 2    | ['gauging', 'quantify'] 
hickup                       |    2 |    1 : 2    | ['sob', 'tantrum'] 
hid                          |    2 |    1 : 2    | ['clavier', 'keyboard'] 
hidden                       |   67 |    9 : 1    | ['secret'] 
hide                         |   51 |   20 : 1    | ['seek'] 
hideous                      |    9 |    2 : 1    | ['ugly'] 
hideout                      |    5 |    1 : 5    | ['bunker', 'bush', 'cave', 'fallout', 'safehouse'] 
hides                        |    6 |    1 : 6    | ['evades', 'hunting', 'secrets', 'seeks', 'skins', 'slinks'] 
hiding                       |   16 |    2 : 2    | ['seeking', 'stealth'] 
hied                         |    2 |    1 : 2    | ['lied', 'speed'] 
hierarchical                 |    2 |    1 : 2    | ['classified', 'pyramid'] 
hierarchy                    |   16 |    2 : 3    | ['maslow', 'rank', 'stairs'] 
hieroglyph                   |   10 |    3 : 1    | ['egyptian'] 
hieroglyphics                |    9 |    2 : 1    | ['symbols'] 
hieroglyphs                  |    5 |    2 : 2    | ['egypt', 'symbols'] 
hierophant                   |    2 |    1 : 2    | ['hieroglyph', 'sycophant'] 
hifi                         |    3 |    2 : 1    | ['wifi'] 
higgins                      |    2 |    1 : 2    | ['baggins', 'henry'] 
higgs                        |    2 |    1 : 2    | ['bosons', 'muons'] 
high                         |  176 |   23 : 1    | ['low'] 
high-heel                    |    2 |    1 : 2    | ['platforms', 'stilettoslingblade'] 
high-horse                   |    2 |    1 : 2    | ['arrogant', 'haughty'] 
highball                     |    4 |    1 : 4    | ['bourbon', 'glass', 'low', 'mojo'] 
highborn                     |    1 |    1 : 1    | ['entitled'] 
highbrow                     |    2 |    1 : 2    | ['classical', 'plucker'] 
higher                       |   14 |    2 : 2    | ['high', 'up'] 
highest                      |    5 |    1 : 5    | ['bid', 'brightest', 'lowest', 'most', 'mountain'] 
highfalutin                  |    2 |    1 : 2    | ['haughty', 'pretentious'] 
highfaluting                 |    4 |    1 : 4    | ['bombastic', 'insouciance', 'rorschach', 'uppity'] 
highland                     |    6 |    1 : 6    | ['bagpipes', 'castle', 'highlander', 'rovers', 'scottish', 'warrior'] 
highlander                   |   20 |    3 : 2    | ['one', 'scotland'] 
highlanders                  |    2 |    1 : 2    | ['highlander', 'scottish'] 
highlands                    |    9 |    2 : 1    | ['scottish'] 
highlight                    |    2 |    1 : 2    | ['accentuate', 'hairstyle'] 
highly                       |    4 |    1 : 4    | ['functional', 'madly', 'motivated', 'mountain'] 
highness                     |    2 |    1 : 2    | ['subordinate', 'worship'] 
highschool                   |    6 |    1 : 6    | ['gym', 'jockey', 'old', 'reunion', 'students', 'swag'] 
hightops                     |    2 |    1 : 2    | ['basketball', 'leather'] 
highway                      |   46 |   11 : 1    | ['road'] 
highwayman                   |    4 |    1 : 4    | ['murder', 'outlaw', 'rouge', 'trucker'] 
highways                     |    9 |    3 : 1    | ['byways'] 
hihihihihi                   |    2 |    1 : 2    | ['chuckling', 'smile'] 
hijack                       |    8 |    1 : 8    | ['bomb', 'chocobos', 'hoax', 'jack', 'kidnap', 'lojack', 'orlyowl', 'plane'] 
hijacked                     |    2 |    1 : 2    | ['seize', 'stolen'] 
hijacker                     |    2 |    1 : 2    | ['jackasser', 'skyjacker'] 
hijacking                    |    2 |    1 : 2    | ['hacking', 'stealing'] 
hijinks                      |    2 |    1 : 2    | ['mischief', 'shenanigans'] 
hijklmo                      |    2 |    1 : 2    | ['eskimo', 'h2o'] 
hike                         |   19 |    4 : 1    | ['trek'] 
hiker                        |    1 |    2 : 1    | ['backpack'] 
hikers                       |    3 |    1 : 3    | ['hitch', 'rucksacks', 'walkers'] 
hikes                        |    4 |    1 : 4    | ['bikes', 'mountains', 'paths', 'walks'] 
hiking                       |   31 |    7 : 2    | ['boots', 'trail'] 
hilarious                    |   32 |    3 : 2    | ['funny', 'joke'] 
hilarity                     |    2 |    1 : 2    | ['funny', 'glee'] 
hilary                       |    4 |    1 : 4    | ['bill', 'clinton', 'duff', 'everest'] 
hill                         |  100 |   16 : 1    | ['mountain'] 
hillarious                   |    2 |    1 : 2    | ['quagmire', 'religion'] 
hillary                      |    6 |    2 : 1    | ['duff'] 
hillbilly                    |   12 |    2 : 2    | ['moonshine', 'redneck'] 
hillmans                     |    2 |    1 : 2    | ['hellmans', 'hunter'] 
hills                        |   27 |    3 : 1    | ['mountains'] 
hilmer                       |    2 |    1 : 2    | ['cincinnati', 'fosdick'] 
hilt                         |    4 |    3 : 1    | ['sword'] 
hilton                       |    6 |    8 : 1    | ['paris'] 
hilux                        |    2 |    1 : 2    | ['indestructible', 'toyota'] 
him                          |   12 |    7 : 1    | ['you'] 
himalaya                     |    2 |    1 : 2    | ['avalanche', 'yak'] 
himalayas                    |    4 |    1 : 4    | ['asia', 'everest', 'k2', 'mystical'] 
himmel                       |    2 |    1 : 2    | ['friedrich', 'sky'] 
himself                      |    2 |    1 : 2    | ['herself', 'myself'] 
hinch                        |    2 |    1 : 2    | ['finch', 'shame'] 
hind                         |    2 |    1 : 2    | ['helicopter', 'sight'] 
hindenberg                   |    4 |    1 : 4    | ['airliner', 'blimp', 'film', 'hydrogen'] 
hindenburg                   |    3 |    1 : 3    | ['helium', 'party', 'zepplins'] 
hinder                       |    9 |    1 : 9    | ['block', 'delay', 'deter', 'hamper', 'impede', 'obstruct', 'prevent', 'resistance', 'stop'] 
hindering                    |    2 |    1 : 2    | ['delays', 'impeding'] 
hinders                      |    2 |    1 : 2    | ['hampers', 'helps'] 
hindhu                       |    2 |    1 : 2    | ['gandhi', 'krishna'] 
hindquarters                 |    2 |    1 : 2    | ['headquarters', 'tenderloin'] 
hindrance                    |   10 |    3 : 1    | ['obstacle'] 
hindsight                    |    8 |    3 : 1    | ['foresight'] 
hindu                        |    7 |    1 : 7    | ['arundhati', 'catholic', 'ganesha', 'guru', 'jagamohan', 'kush', 'tribe'] 
hinduism                     |    6 |    1 : 6    | ['caste', 'ganges', 'guru', 'india', 'reincarnation', 'religion'] 
hiney                        |    2 |    1 : 2    | ['rear', 'shiny'] 
hinge                        |    4 |    1 : 4    | ['axle', 'joint', 'pivot', 'rust'] 
hinges                       |    4 |    1 : 4    | ['door', 'latch', 'squeaks', 'unhinged'] 
hinny                        |    7 |    2 : 1    | ['mule'] 
hint                         |   14 |    5 : 1    | ['clue'] 
hintbook                     |    2 |    1 : 2    | ['guide', 'hinterland'] 
hinterland                   |    4 |    1 : 4    | ['finland', 'hintbook', 'motherland', 'orc'] 
hinting                      |    2 |    1 : 2    | ['nudging', 'persuading'] 
hints                        |    7 |    2 : 1    | ['tips'] 
hip                          |   25 |   12 : 1    | ['hop'] 
hip-hop                      |    4 |    1 : 4    | ['baggy', 'breakdancing', 'music', 'trippy'] 
hipocrisy                    |    2 |    1 : 2    | ['hypercriticism', 'judgement'] 
hippie                       |   31 |    4 : 1    | ['peace'] 
hippies                      |   23 |    5 : 1    | ['peace'] 
hippo                        |   14 |    8 : 1    | ['hungry'] 
hippocampus                  |    5 |    2 : 1    | ['hippopotamus'] 
hippocraptor                 |    2 |    1 : 2    | ['theropods', 'velociraptor'] 
hippocrates                  |    4 |    1 : 4    | ['doctor', 'hypocrite', 'oath', 'physician'] 
hippocratic                  |    2 |    2 : 2    | ['medicine', 'oath'] 
hippodrome                   |    5 |    1 : 5    | ['chariot', 'chariots', 'hippopotamus', 'race', 'thunderdome'] 
hippopotamus                 |    9 |    2 : 1    | ['hippocampus'] 
hippopotomonstrosesquippedaliophobia |    4 |    1 : 4    | ['clostraphobia', 'cuckoo', 'onomatopoeia', 'supercalifragilisticexpialidocious'] 
hippos                       |    7 |    7 : 1    | ['hungry'] 
hippy                        |    9 |    2 : 1    | ['woodstock'] 
hippys                       |    2 |    1 : 2    | ['groupies', 'tie-dye'] 
hips                         |   11 |    3 : 1    | ['curve'] 
hipster                      |   13 |    2 : 1    | ['pretentious'] 
hipsters                     |    2 |    2 : 1    | ['hippies'] 
hiragana                     |    4 |    1 : 4    | ['japan', 'japanese', 'syllabary', 'tentacle-hentai'] 
hire                         |    8 |    3 : 1    | ['fire'] 
hired                        |    2 |    1 : 2    | ['guns', 'mercenary'] 
hireling                     |    4 |    1 : 4    | ['employee', 'mercenary', 'receipt', 'retainer'] 
hiroshima                    |   11 |    2 : 2    | ['japan', 'nagasaki'] 
hirsuite                     |    2 |    1 : 2    | ['caveman', 'his'] 
hirsute                      |    6 |    2 : 1    | ['hair'] 
his                          |    6 |    3 : 1    | ['hers'] 
hiss                         |   13 |    1 : 13   | ['asmodeus', 'bite', 'forked', 'gas', 'herss', 'lizard', 'meow', 'purr', 'records', 'shh', 'slither', 'snakes', 'sound'] 
hisser                       |    1 |    1 : 1    | ['hyrule'] 
hissing                      |    2 |    1 : 2    | ['cockroaches', 'onomatopoeia'] 
hissssss                     |    2 |    1 : 2    | ['hearse', 'rattlesnake'] 
histerical                   |    2 |    1 : 2    | ['funny', 'humorus'] 
histogram                    |    4 |    1 : 4    | ['history', 'percentages', 'statistics', 'tabulation'] 
historian                    |    8 |    1 : 8    | ['ancient', 'archaeologist', 'museum', 'old', 'professor', 'researcher', 'restrepo', 'walpole'] 
historic                     |   11 |    2 : 1    | ['ancient'] 
historical                   |   16 |    2 : 3    | ['d-day', 'monument', 'old'] 
histories                    |    2 |    1 : 2    | ['bygones', 'horrible'] 
history                      |   83 |   16 : 1    | ['past'] 
histrionic                   |    5 |    1 : 5    | ['homosexual', 'ironic', 'narcissist', 'personality', 'thespian'] 
hit                          |   50 |    8 : 1    | ['strike'] 
hit-and-run                  |    2 |    1 : 2    | ['crime', 'drive'] 
hit-man                      |    2 |    1 : 2    | ['jackel', 'kill'] 
hitch                        |   15 |    3 : 1    | ['trailer'] 
hitchcock                    |   13 |   10 : 1    | ['birds'] 
hitchcockedit                |    2 |    1 : 2    | ['crow', 'vertigo'] 
hitchhike                    |    5 |    1 : 5    | ['backpack', 'guide', 'lift', 'thumb', 'travel'] 
hitchhiker                   |    8 |    2 : 1    | ['galaxy'] 
hitchhiker's                 |    2 |    1 : 2    | ['galaxy', 'guide'] 
hitchhikers                  |    2 |    1 : 2    | ['dolphins', 'off-topic'] 
hitching                     |    2 |    1 : 2    | ['hiking', 'post'] 
hither                       |    6 |    2 : 1    | ['yonder'] 
hitherto                     |    2 |    1 : 2    | ['beforehand', 'theretofore'] 
hitler                       |   37 |    6 : 2    | ['dictator', 'nazi'] 
hitlon                       |    1 |    1 : 1    | ['sims'] 
hitman                       |   24 |    4 : 1    | ['assassin'] 
hitpoints                    |    2 |    1 : 2    | ['mana', 'vitality'] 
hits                         |    6 |    1 : 6    | ['martians', 'popular', 'punch', 'shots', 'smash', 'socks'] 
hitter                       |    5 |    2 : 2    | ['pitcher', 'swatter'] 
hitting                      |    5 |    2 : 1    | ['striking'] 
hittite                      |    4 |    1 : 4    | ['chalcolithic', 'hyttynen', 'idolators', 'jebusites'] 
hittites                     |    2 |    1 : 2    | ['anatolian', 'egyptians'] 
hittler                      |    2 |    1 : 2    | ['auschwitz', 'stalin'] 
hiv                          |   10 |    1 : 10   | ['aids', 'blood', 'cia', 'disease', 'iv', 'letters', 'positive', 'suvs', 'unprepared', 'virus'] 
hive                         |   27 |   23 : 1    | ['bee'] 
hivemind                     |    4 |    1 : 4    | ['collective', 'geth', 'humankind', 'insect'] 
hives                        |   10 |    2 : 2    | ['bee', 'chives'] 
hizzouse                     |    2 |    1 : 2    | ['forizzle', 'treehouse'] 
hm                           |    2 |    1 : 2    | ['nature', 'u2'] 
hmm                          |   27 |    1 : 27   | ['artichoke', 'blue', 'brains', 'cake', "campbell's", 'catfish', 'cheese', 'criminals', 'dog', 'dwarf', 'fail', 'feet', 'hmm', 'hmmm', 'homework', 'hugging', 'labour', 'meeeeeeeeeeee', 'mood', 'novel', 'philosopher', 'scifi', 'singular', 'style', 'tesco', 'tongue', 'umm'] 
